,Treatment,PicNumber,PercentBlue,PercentPale,PercentDark
0,0.00625,1.JPG,16.123904385123613,31.43841720511833,68.56158279488167
1,0.00625,2.JPG,13.821214966965048,19.495849140252197,80.5041508597478
2,0.00625,3.JPG,12.766977035379371,27.50008477295195,72.49991522704805
3,0.00625,4.JPG,12.967001678388748,27.982182090407015,72.01781790959299
4,0.00625,5.JPG,14.836057384910486,14.015990698279946,85.98400930172005
5,0.00625,6.JPG,12.27191895780051,20.340776801777967,79.65922319822202
6,0.00625,7.JPG,12.340036897911338,31.92738489272216,68.07261510727784
7,0.0125,1.JPG,13.594033061594201,27.04681997734023,72.95318002265977
8,0.0125,2.JPG,12.166020620204604,25.568046511245967,74.43195348875403
9,0.0125,4.JPG,13.991101875532822,30.56879201020622,69.43120798979379
10,0.0125,5.JPG,16.176886855285595,49.03900488397346,50.96099511602653
11,0.0125,6.JPG,15.512924259377664,16.436309461836768,83.56369053816323
12,0.0125,7.JPG,15.188502371057119,27.95178609602219,72.04821390397781
13,0.025,1.JPG,13.303262201619779,17.277041961945624,82.72295803805437
14,0.025,2.JPG,13.23529411764706,16.18005233494364,83.81994766505636
15,0.025,3.JPG,5.996426763640239,8.858998531090077,91.14100146890992
16,0.025,4.JPG,12.69882579390452,25.430695944856236,74.56930405514377
17,0.025,7.JPG,10.613744138959932,27.265168581630157,72.73483141836985
18,0.05,1.JPG,1.328374760230179,24.5478133343361,75.4521866656639
19,0.05,2.JPG,5.591748588022165,11.304034517772543,88.69596548222745
20,0.05,3.JPG,12.73290973998295,31.240159642634836,68.75984035736516
21,0.05,4.JPG,12.609661391730606,31.433528850953245,68.56647114904675
22,0.05,5.JPG,10.15625,20.788084464555055,79.21191553544494
23,0.05,6.JPG,12.975227115302642,28.015517265717133,71.98448273428286
24,0.05,7.JPG,5.492560475277068,12.421256858762543,87.57874314123745
25,0.1,1.JPG,9.94105658567775,15.309964558251094,84.6900354417489
26,0.1,2.JPG,11.096797074808185,41.60856002052677,58.39143997947323
27,0.1,4.JPG,10.950620737425405,35.74752002530152,64.25247997469849
28,0.1,5.JPG,6.733419250852515,17.682551379474916,82.31744862052508
29,0.1,6.JPG,4.439321584612106,4.3054591827166515,95.69454081728335
30,0.2,1.JPG,2.2079803388746804,62.30713542373648,37.69286457626352
31,0.2,2.JPG,0.3653659153878943,28.665177961080985,71.33482203891901
32,0.2,3.JPG,0.5017516517476556,37.376385478197385,62.623614521802615
33,0.2,4.JPG,0.39363877344416026,30.912397952709274,69.08760204729072
34,0.2,5.JPG,0.3891430893009378,31.072696932095333,68.92730306790466
35,0.2,6.JPG,0.4025635390025576,30.7192786532655,69.2807213467345
36,0.4,1.JPG,0.11652147271952258,93.79822806516147,6.201771934838525
37,0.4,2.JPG,0.22102115302642797,92.93355431670935,7.0664456832906435
38,0.4,3.JPG,0.11337449381926684,64.44411807901307,35.555881920986934
39,0.4,4.JPG,0.04898630647911338,94.56152277362338,5.438477226376614
40,0.8,1.JPG,0.24559755967604432,84.52203389830508,15.477966101694914
41,0.8,2.JPG,0.05140065537084399,85.61710398445092,14.382896015549077
42,0.8,3.JPG,0.1149230072463768,89.72761518400463,10.272384815995364
43,0.8,4.JPG,0.13440430520034102,90.90683845391476,9.093161546085234
44,0.8,5.JPG,0.10601489236999147,79.0325113868384,20.967488613161613
45,0.8,6.JPG,0.06964980285592498,95.64905570164953,4.350944298350466
46,0.8,7.JPG,0.15661631500426257,86.33850733574315,13.661492664256858
47,0.8,8.JPG,0.1886022751491901,94.67643683234749,5.323563167652512
48,0,1.JPG,14.644274829497018,24.153723706651505,75.8462762933485
49,0,3.JPG,12.203251545183292,35.35362356016799,64.64637643983201
50,0,4.JPG,14.33876811594203,13.512480955743007,86.487519044257
51,0,5.JPG,14.135313432438194,15.929761241464286,84.07023875853572
52,0,6.JPG,17.825853846973573,19.636682240808238,80.36331775919177
53,1.6,1.JPG,0.14869059036658142,92.07166853303471,7.928331466965285
54,1.6,2.JPG,0.21349504475703324,84.93214787084699,15.067852129153017
55,1.6,3.JPG,0.07023257672634271,58.961593172119485,41.038406827880515
56,1.6,4.JPG,0.22518382352941174,88.79769299023957,11.202307009760426
57,1.6,5.JPG,0.2802476289428815,88.96678747549164,11.033212524508347
58,1.6,6.JPG,0.31764506074168797,81.68475127116423,18.31524872883577
59,1.6,7,0.11552243179880647,85.65869126549438,14.34130873450562
60,3.2,1.JPG,0.2451479912617221,83.29144875365076,16.70855124634925
61,3.2,2.JPG,0.1978267529838022,96.12827203097383,3.8717279690261766
62,3.2,3.JPG,0.07088195332480818,86.3518910030538,13.648108996946206
63,3.2,4.JPG,0.22261961849957373,88.13014210919971,11.869857890800299
64,3.2,5.JPG,0.12824355285592498,87.04232666839782,12.957673331602182
65,3.2,6.JPG,0.39184049978687124,82.16122041388688,17.83877958611312
66,3.2,7.JPG,0.28665814151747654,82.0864312267658,17.9135687732342
67,3.2,8,0.0864003889599318,83.79263827327038,16.207361726729623
68,5,1.JPG,0.21169677109974422,96.6729589428976,3.3270410571024067
69,5,2.JPG,0.2358902120630861,87.58382155713983,12.416178442860168
70,5,3.JPG,0.2013733482523444,85.12485530014884,14.875144699851168
71,5,4.JPG,0.10438312553282182,93.65130004785452,6.348699952145477
72,5,5.JPG,0.09595788043478261,92.48655214298108,7.513447857018914
73,5,6.JPG,0.05491394927536232,92.66221952698605,7.337780473013948
